Age,Gender,Education,Marital_Status,Region,State,Farm_Size,Crop_Type,Livestock_Type,Livestock_Number,Irrigation,Crop_Cycles,Technology_Use,Previous_Loans,Loan_Amount,Repayment_Status,Savings_Behavior,Financial_Access,Annual_Income,Extension_Services,Market_Distance,Yield_Per_Season,Input_Usage,Labor,Loan_Repaid,Credit_Score
33,Male,Secondary,Married,North East,Taraba,1.91,Maize,Cattle,17,No,3,Yes,No,0,Late,Yes,Yes,246510.3,Yes,13.13,169394.51,None,Both,0,49.87
20,Male,Primary,Single,South West,Lagos,2.16,Plantain,None,0,No,1,Yes,Yes,251958,Late,No,Yes,189831.81,Yes,6.72,144878.76,Some,Hired,0,52.66
19,Male,Secondary,Single,North West,Kaduna,1.36,Millet,Poultry,16,Yes,1,Yes,No,0,Paid on Time,Yes,Yes,284372.37,No,14.6,77000.76,None,Hired,1,75.9
24,Male,Secondary,Married,South West,Oyo,0.36,Cocoa,None,0,Yes,2,Yes,No,0,Paid on Time,Yes,No,279049.18,Yes,11.59,148953.95,Some,Hired,1,42.73
31,Female,Secondary,Single,North Central,Plateau,1.82,Maize,Goats,15,Yes,3,Yes,Yes,249891,Defaulted,Yes,Yes,303359.46,Yes,3.75,128860.86,Some,Both,0,14.46
23,Male,Primary,Married,North East,Yobe,3.1,Sorghum,Cattle,5,No,1,No,Yes,170918,Defaulted,Yes,Yes,438080.66,No,6.53,198040.29,None,Family,0,43.91
20,Male,Secondary,Married,North Central,Kwara,2.12,Sesame,Pigs,3,Yes,1,No,No,0,Paid on Time,Yes,Yes,234797.8,Yes,10.8,105532.04,All,Family,1,44.27
20,Male,Secondary,Married,North Central,Benue,4.03,Rice,Pigs,20,Yes,3,No,Yes,318159,Paid on Time,Yes,Yes,341135.7,No,18.73,47010.92,Some,Family,1,68.79
21,Male,Secondary,Married,South South,Rivers,2.65,Rice,Poultry,4,No,3,Yes,Yes,414179,Paid on Time,Yes,No,314826.41,No,11.96,98270.1,None,Both,1,76.15
21,Male,Primary,Single,South East,Anambra,2.15,Yam,None,0,No,2,Yes,Yes,75345,Paid on Time,No,Yes,381378.62,No,8.2,213613.52,None,Family,1,53.64
31,Male,Secondary,Single,South South,Bayelsa,2.64,Rubber,None,0,No,1,Yes,Yes,291830,Defaulted,No,No,201425.19,No,1.74,151717.87,Some,Hired,0,43.45
23,Female,Secondary,Single,South West,Ondo,2.17,Plantain,Goats,11,Yes,2,No,No,0,Paid on Time,No,Yes,214923.52,Yes,9.16,97457.55,None,Family,1,58.69
32,Male,Secondary,Married,South West,Osun,3.36,Vegetables,Goats,14,No,1,Yes,Yes,290346,Paid on Time,Yes,No,306479.14,Yes,12.98,119603.41,None,Family,1,62.85
23,Male,Secondary,Single,North West,Jigawa,1.15,Beans,Sheep,14,No,1,Yes,No,0,Defaulted,No,No,305104.29,No,11.31,211708.49,All,Family,0,26.36
19,Female,Tertiary,Married,South West,Oyo,2.06,Cocoa,None,0,No,1,No,Yes,435415,Paid on Time,No,Yes,254604.06,Yes,14.94,172960.21,All,Both,1,65.7
18,Male,Secondary,Single,South East,Enugu,3.38,Rice,None,0,No,1,Yes,Yes,485869,Late,Yes,Yes,359545.9,No,4.56,122130.59,All,Hired,0,48.12
21,Male,Secondary,Married,South West,Oyo,1.37,Oil Palm,Goats,15,No,2,Yes,Yes,82600,Late,No,Yes,476723.91,No,9.62,215673.66,Some,Family,0,31.54
30,Female,Secondary,Single,South South,Cross River,2.88,Vegetables,Pigs,17,Yes,3,No,Yes,250073,Paid on Time,Yes,Yes,320695.89,Yes,10.62,141485.77,None,Family,1,47.34
34,Male,Tertiary,Divorced,South South,Cross River,1.14,Oil Palm,Poultry,16,No,3,Yes,No,0,Paid on Time,No,Yes,255452.36,No,13.37,98662.07,None,Family,1,66.15
32,Female,Tertiary,Married,South South,Rivers,2.58,Rubber,Pigs,17,Yes,3,Yes,No,0,Paid on Time,Yes,No,305468.23,No,4.51,118866.41,None,Hired,1,63.4
35,Male,Tertiary,Married,North East,Gombe,2.53,Sorghum,None,0,No,1,No,No,0,Late,Yes,Yes,53193.22,No,23.01,215485.44,None,Hired,0,25.14
21,Male,Tertiary,Married,South East,Enugu,1.64,Vegetables,Goats,16,No,2,No,No,0,Paid on Time,Yes,No,280216.31,Yes,9.92,100966.85,None,Both,1,40.55
32,Male,Primary,Married,North West,Kaduna,2.27,Rice,Poultry,5,No,1,No,No,0,Paid on Time,Yes,Yes,403043.88,Yes,6.15,189743.34,None,Family,1,66.61
23,Male,Tertiary,Single,South South,Bayelsa,2.67,Oil Palm,None,0,No,2,Yes,No,0,Paid on Time,No,Yes,288787.36,No,0.31,171518.13,Some,Hired,1,67.9
29,Male,Primary,Single,South East,Anambra,1.18,Oil Palm,None,0,No,1,No,No,0,Paid on Time,No,Yes,389041.86,Yes,7.23,57372.14,All,Family,1,76.29
23,Female,Primary,Single,North Central,Kogi,1.52,Maize,Poultry,20,Yes,3,No,No,0,Defaulted,No,No,351566.06,Yes,16.98,192165.48,All,Hired,0,12.62
34,Female,Primary,Married,North East,Borno,2.69,Maize,None,0,No,1,Yes,Yes,135107,Late,Yes,No,273776.64,Yes,9.95,164087.03,Some,Hired,0,50.6
20,Female,Primary,Single,North East,Gombe,3.97,Maize,Cattle,16,No,1,Yes,Yes,230499,Late,No,Yes,393973.55,Yes,16.59,163448.19,None,Hired,0,37.45
35,Male,Primary,Single,South West,Ekiti,1.0,Plantain,Pigs,12,No,1,Yes,Yes,232503,Late,Yes,No,160801.67,Yes,19.68,255684.19,None,Family,0,31.3
32,Female,Primary,Married,North East,Taraba,0.12,Millet,Goats,1,Yes,3,No,Yes,298465,Paid on Time,No,Yes,371413.46,No,5.53,119012.42,None,Family,1,78.66
23,Male,Tertiary,Married,North Central,Benue,3.04,Rice,None,0,Yes,2,No,No,0,Late,No,No,272451.77,No,6.13,123369.66,Some,Hired,0,21.36
20,Male,Secondary,Married,South South,Delta,1.06,Oil Palm,Poultry,14,No,3,Yes,No,0,Defaulted,Yes,Yes,214491.8,Yes,2.86,140723.47,All,Family,0,48.71
18,Male,Tertiary,Divorced,North West,Zamfara,1.49,Millet,Goats,10,No,3,Yes,No,0,Late,Yes,Yes,239898.99,No,12.28,159726.93,All,Hired,0,55.57
34,Male,Primary,Married,South East,Enugu,2.71,Rice,Goats,15,No,2,No,Yes,379926,Paid on Time,No,Yes,282400.22,Yes,7.04,184621.62,Some,Family,1,87.73
19,Female,Secondary,Married,North East,Gombe,1.21,Groundnut,Sheep,15,Yes,1,Yes,Yes,215426,Paid on Time,Yes,Yes,387339.55,Yes,16.84,198045.09,All,Hired,1,44.95
32,Male,Primary,Married,South South,Bayelsa,2.32,Cassava,Goats,13,No,3,No,No,0,Paid on Time,Yes,Yes,491192.32,No,14.62,55563.81,None,Both,1,56.8
20,Male,Tertiary,Single,North Central,Benue,1.01,Yam,Cattle,17,No,1,No,No,0,Defaulted,Yes,Yes,157706.04,Yes,10.02,140266.82,Some,Both,0,35.23
24,Male,Primary,Married,North West,Sokoto,2.52,Beans,None,0,No,2,Yes,No,0,Paid on Time,No,No,257049.42,Yes,11.58,147607.05,None,Both,1,61.94
18,Male,Secondary,Single,North East,Adamawa,3.24,Sorghum,Sheep,19,Yes,2,Yes,No,0,Paid on Time,Yes,No,274330.5,No,8.65,150807.35,All,Family,1,56.96
33,Male,Primary,Married,South West,Oyo,3.05,Vegetables,Pigs,7,No,3,Yes,Yes,383138,Paid on Time,Yes,No,280542.91,Yes,16.12,197464.82,Some,Both,1,49.34
29,Female,Secondary,Married,South East,Imo,3.12,Cassava,Pigs,10,No,2,No,No,0,Late,No,Yes,273996.98,No,11.66,73489.29,None,Both,0,30.23
18,Male,Secondary,Single,North West,Jigawa,0.91,Millet,None,0,No,3,No,Yes,208940,Paid on Time,No,Yes,231575.78,No,6.12,106620.9,None,Family,1,86.6
21,Male,Secondary,Married,South West,Lagos,1.72,Vegetables,None,0,Yes,3,Yes,No,0,Late,Yes,Yes,260308.67,Yes,2.2,255866.21,Some,Family,0,34.67
20,Male,Tertiary,Single,North West,Katsina,2.1,Cotton,Sheep,9,No,1,No,No,0,Late,No,Yes,103010.32,Yes,7.19,142677.97,None,Both,0,51.2
19,Male,Secondary,Married,South West,Ondo,1.73,Cocoa,Pigs,13,No,1,Yes,No,0,Paid on Time,No,No,344841.32,Yes,6.55,79476.63,All,Family,1,55.91
33,Female,Tertiary,Single,North Central,Benue,1.56,Rice,Pigs,13,Yes,2,No,Yes,317002,Late,Yes,No,361160.16,No,11.87,46971.67,Some,Family,0,32.3
33,Female,Secondary,Married,South East,Enugu,0.78,Yam,Poultry,13,No,1,No,No,0,Late,Yes,No,128280.15,Yes,13.75,74643.6,Some,Family,0,38.28
32,Female,Tertiary,Single,North East,Adamawa,2.14,Sesame,Cattle,2,No,1,Yes,No,0,Paid on Time,Yes,No,346030.75,No,12.81,126642.97,Some,Both,1,79.85
29,Female,Primary,Single,North East,Adamawa,2.18,Sorghum,Cattle,13,No,1,Yes,No,0,Paid on Time,No,Yes,114626.78,No,7.39,87904.39,All,Hired,1,71.29
35,Male,Tertiary,Single,South West,Ondo,2.46,Cassava,None,0,No,1,Yes,No,0,Paid on Time,Yes,No,435275.9,Yes,16.5,114297.91,Some,Hired,1,66.49
21,Male,Secondary,Single,North West,Jigawa,0.52,Millet,Goats,16,No,1,Yes,Yes,222845,Paid on Time,Yes,No,356819.43,No,10.63,140922.05,None,Hired,1,52.05
26,Female,Primary,Single,South West,Ondo,3.76,Plantain,Poultry,19,No,2,Yes,Yes,81275,Late,Yes,Yes,254772.92,Yes,10.45,187631.93,None,Family,0,19.94
30,Male,Primary,Married,South East,Enugu,3.22,Rice,Pigs,4,Yes,3,Yes,Yes,189769,Defaulted,Yes,Yes,403467.34,No,8.5,199954.25,All,Family,0,33.45
35,Male,Tertiary,Married,South East,Enugu,2.34,Rice,None,0,Yes,1,No,Yes,387563,Paid on Time,Yes,No,360374.22,Yes,7.89,213609.93,All,Hired,1,41.68
31,Female,Secondary,Single,North West,Jigawa,0.54,Sorghum,Poultry,10,No,2,No,Yes,176895,Paid on Time,No,Yes,261992.8,No,6.53,202544.41,Some,Both,1,71.91
31,Male,Secondary,Single,North West,Katsina,1.23,Millet,Poultry,15,No,2,Yes,Yes,463285,Paid on Time,No,Yes,223835.48,Yes,10.82,123965.38,Some,Family,1,64.58
32,Female,Secondary,Single,South South,Akwa Ibom,2.69,Rubber,Pigs,1,Yes,3,Yes,Yes,374422,Paid on Time,No,Yes,265659.59,Yes,0.53,141998.07,None,Hired,1,79.47
33,Female,Secondary,Married,South West,Osun,2.1,Vegetables,Goats,8,No,2,Yes,Yes,432945,Paid on Time,Yes,Yes,391251.59,Yes,4.11,127787.54,All,Family,1,73.73
22,Male,Secondary,Married,North West,Sokoto,1.93,Beans,Goats,16,No,3,Yes,No,0,Paid on Time,No,Yes,324443.53,Yes,9.23,201681.42,All,Both,1,83.08
31,Female,Tertiary,Divorced,South South,Delta,2.48,Cassava,None,0,Yes,1,Yes,No,0,Paid on Time,No,Yes,424681.25,No,4.63,100350.28,All,Family,1,63.33
32,Male,Primary,Married,North Central,FCT,2.43,Maize,Poultry,8,Yes,2,No,Yes,288030,Paid on Time,No,Yes,191898.79,No,19.42,69149.45,None,Family,1,52.35
32,Female,Secondary,Single,North Central,Niger,1.63,Rice,Goats,9,Yes,2,Yes,Yes,230703,Defaulted,No,Yes,328089.11,Yes,8.56,201454.56,All,Hired,0,59.52
33,Female,Secondary,Single,North Central,FCT,2.11,Maize,None,0,Yes,1,No,Yes,408111,Defaulted,No,Yes,377311.84,No,8.09,139641.92,Some,Hired,0,41.92
29,Female,Secondary,Single,South South,Edo,1.8,Vegetables,Goats,6,Yes,1,Yes,Yes,328263,Defaulted,Yes,Yes,261350.51,Yes,12.7,181433.49,None,Family,0,24.11
25,Male,Secondary,Single,North West,Kano,3.3,Sorghum,Goats,5,No,1,No,No,0,Paid on Time,Yes,No,328191.8,No,3.31,105716.59,All,Family,1,75.46
18,Female,Primary,Married,North West,Kano,2.29,Sorghum,Poultry,5,Yes,2,No,No,0,Late,Yes,No,205301.91,Yes,8.32,163440.25,All,Family,0,24.58
25,Female,Secondary,Single,North West,Sokoto,1.55,Millet,Goats,10,No,2,Yes,No,0,Late,Yes,Yes,384565.14,No,4.28,155991.97,All,Both,0,10.37
18,Male,Secondary,Married,North East,Gombe,1.02,Sesame,None,0,Yes,3,Yes,Yes,395522,Defaulted,No,Yes,282537.32,Yes,13.86,176509.08,All,Family,0,17.32
22,Male,Tertiary,Single,South East,Enugu,2.69,Yam,Pigs,7,Yes,3,No,No,0,Late,No,No,260167.3,No,5.94,90737.95,Some,Family,0,55.2
30,Female,Secondary,Married,North East,Yobe,1.76,Sesame,None,0,Yes,1,No,Yes,103520,Paid on Time,Yes,Yes,394301.59,No,15.58,182193.52,None,Family,1,40.67
27,Male,Secondary,Single,North Central,Nassarawa,3.14,Maize,None,0,No,1,Yes,Yes,317074,Paid on Time,Yes,Yes,393539.22,Yes,18.99,158556.05,None,Family,1,86.09
25,Male,Secondary,Married,South West,Lagos,2.06,Cassava,Goats,19,No,1,No,No,0,Paid on Time,Yes,Yes,201664.51,Yes,10.91,93779.83,All,Family,1,41.8
31,Male,Tertiary,Single,South South,Rivers,2.05,Rubber,Pigs,6,Yes,3,No,Yes,251671,Defaulted,No,Yes,320997.93,No,16.81,85921.13,None,Family,0,27.22
34,Female,Secondary,Single,South South,Bayelsa,2.35,Rice,Pigs,20,Yes,2,Yes,No,0,Paid on Time,Yes,Yes,237259.51,No,13.82,196124.06,None,Both,1,78.11
35,Male,Secondary,Married,North West,Katsina,2.16,Groundnut,Sheep,5,Yes,2,No,Yes,279766,Late,Yes,Yes,322474.21,Yes,10.91,211232.45,Some,Hired,0,24.19
18,Male,Primary,Married,North Central,Kwara,1.49,Soybeans,Pigs,14,No,1,No,Yes,464686,Paid on Time,No,Yes,186695.77,Yes,3.53,171365.55,All,Family,1,76.23
29,Female,Tertiary,Divorced,North Central,Kwara,2.83,Soybeans,None,0,Yes,1,No,No,0,Defaulted,Yes,Yes,225502.12,No,11.73,89385.66,Some,Family,0,35.67
31,Male,Primary,Single,North East,Bauchi,3.27,Sorghum,None,0,No,2,Yes,No,0,Paid on Time,No,Yes,267292.66,Yes,0.67,70232.46,Some,Both,1,80.12
32,Female,Primary,Married,North West,Kaduna,3.21,Beans,Sheep,3,Yes,1,No,Yes,300322,Paid on Time,Yes,Yes,415498.02,No,10.94,140284.72,All,Both,1,63.68
30,Female,Tertiary,Single,South East,Anambra,1.4,Cassava,Poultry,8,No,3,Yes,No,0,Paid on Time,No,Yes,361657.94,Yes,13.39,56256.72,All,Both,1,88.61
29,Male,Secondary,Single,South South,Rivers,2.03,Cocoa,Goats,10,No,1,Yes,No,0,Paid on Time,No,Yes,261722.16,No,13.29,165713.37,Some,Hired,1,54.52
27,Female,Primary,Married,North East,Adamawa,2.72,Groundnut,Goats,16,Yes,3,No,Yes,252222,Paid on Time,Yes,Yes,242758.24,Yes,10.3,141372.44,All,Hired,1,46.67
25,Male,Secondary,Single,South West,Ekiti,3.64,Plantain,Goats,4,No,2,Yes,No,0,Late,Yes,Yes,296117.65,Yes,13.28,240283.44,All,Hired,0,36.87
28,Male,Secondary,Single,South South,Edo,1.97,Cocoa,Goats,9,No,3,No,No,0,Paid on Time,No,No,345945.47,No,15.11,165144.76,All,Family,1,44.63
34,Female,Secondary,Divorced,South East,Enugu,1.53,Rice,Goats,2,No,1,Yes,Yes,101052,Paid on Time,Yes,No,263149.48,Yes,0.44,238864.74,Some,Both,1,83.37
34,Male,Secondary,Married,North East,Bauchi,2.25,Sorghum,Cattle,7,No,1,No,No,0,Paid on Time,No,No,229685.17,No,12.53,205597.67,Some,Both,1,86.3
35,Female,Primary,Married,South East,Imo,1.08,Oil Palm,None,0,Yes,3,No,No,0,Paid on Time,Yes,No,273050.62,No,14.37,166925.02,Some,Hired,1,74.41
26,Male,Secondary,Single,South East,Ebonyi,2.47,Cassava,Goats,6,Yes,3,No,Yes,317590,Late,No,No,447483.4,Yes,8.23,161366.3,All,Hired,0,35.66
29,Male,Tertiary,Single,North Central,Kwara,2.42,Yam,None,0,No,2,No,Yes,491932,Paid on Time,Yes,No,343777.15,Yes,12.68,188422.04,All,Both,1,84.91
30,Male,Secondary,Single,South East,Enugu,1.44,Rice,None,0,No,2,No,No,0,Paid on Time,No,Yes,246959.13,Yes,7.73,160000.03,None,Hired,1,52.26
32,Male,Primary,Married,North East,Gombe,2.71,Millet,Goats,3,Yes,1,No,Yes,184646,Paid on Time,Yes,Yes,358114.56,Yes,14.91,149776.42,None,Hired,1,51.94
26,Male,Secondary,Single,North West,Jigawa,2.74,Groundnut,Goats,12,Yes,2,Yes,Yes,436545,Late,No,Yes,392590.42,No,7.72,194918.51,Some,Hired,0,16.61
32,Female,Secondary,Single,North West,Jigawa,1.99,Sorghum,Cattle,1,No,3,Yes,No,0,Defaulted,Yes,Yes,244158.4,Yes,7.55,93450.63,All,Family,0,23.58
25,Female,Primary,Married,North East,Bauchi,1.61,Cowpea,Cattle,11,Yes,1,No,No,0,Late,Yes,Yes,295428.5,No,12.07,165454.18,None,Hired,0,36.16
19,Female,Secondary,Single,North East,Borno,2.54,Sorghum,Goats,13,No,1,Yes,No,0,Late,No,Yes,194787.02,Yes,10.36,265736.62,Some,Both,0,11.58
33,Male,Secondary,Single,South South,Akwa Ibom,2.2,Vegetables,None,0,Yes,3,Yes,Yes,59327,Paid on Time,No,Yes,386983.63,No,12.31,212782.6,All,Hired,1,76.71
22,Female,Primary,Divorced,South West,Lagos,3.99,Cassava,None,0,Yes,1,Yes,Yes,266168,Paid on Time,Yes,Yes,344451.75,Yes,7.2,49284.92,All,Hired,1,57.68
28,Female,Secondary,Single,South East,Enugu,0.89,Vegetables,Goats,16,No,1,Yes,No,0,Late,No,Yes,276340.39,Yes,21.32,152758.27,All,Both,0,36.6
19,Female,Secondary,Single,South South,Edo,2.36,Oil Palm,Goats,20,No,2,Yes,No,0,Defaulted,Yes,No,401588.12,Yes,14.3,152492.46,None,Family,0,20.64
19,Male,Primary,Married,North West,Sokoto,1.43,Cotton,Sheep,17,Yes,1,No,No,0,Paid on Time,Yes,No,331120.48,Yes,8.43,226509.28,All,Family,1,77.43
20,Male,Secondary,Divorced,South West,Ondo,1.65,Vegetables,Poultry,1,Yes,2,No,Yes,192412,Paid on Time,No,No,337097.26,Yes,5.36,205316.78,All,Family,1,57.39
30,Male,Secondary,Married,South South,Delta,0.88,Rice,Poultry,3,No,1,No,No,0,Paid on Time,No,Yes,281336.95,No,3.55,194727.89,Some,Both,1,56.77
22,Female,Secondary,Single,North East,Bauchi,2.84,Groundnut,Goats,19,No,1,No,Yes,229937,Paid on Time,Yes,Yes,313275.37,No,9.74,114078.84,None,Family,1,57.39
24,Male,Secondary,Single,North East,Yobe,2.43,Cowpea,Goats,3,No,3,Yes,Yes,219173,Defaulted,Yes,Yes,329867.75,Yes,7.04,148830.3,Some,Family,0,53.96
31,Male,Secondary,Single,North West,Kano,2.23,Maize,Sheep,19,No,2,Yes,No,0,Paid on Time,Yes,Yes,429791.65,No,11.89,14377.57,All,Both,1,68.94
25,Male,Secondary,Married,South West,Ekiti,1.37,Plantain,Goats,16,Yes,2,Yes,No,0,Paid on Time,No,Yes,180905.21,Yes,9.55,199544.26,Some,Family,1,53.83
34,Male,Primary,Married,South South,Rivers,0.22,Rice,Poultry,8,No,1,Yes,No,0,Paid on Time,No,Yes,371785.19,No,13.13,218493.41,None,Family,1,84.06
30,Female,Secondary,Single,South South,Delta,-0.17,Rubber,None,0,No,1,No,No,0,Paid on Time,Yes,No,371391.3,No,6.8,204525.88,Some,Family,1,66.92
33,Female,Tertiary,Single,North West,Zamfara,1.72,Sorghum,Poultry,1,No,3,Yes,Yes,363485,Paid on Time,No,Yes,335763.38,No,7.9,151085.65,None,Family,1,86.64
21,Female,Secondary,Married,South West,Ekiti,2.52,Vegetables,Poultry,11,No,3,No,Yes,90000,Paid on Time,Yes,No,247425.5,Yes,19.27,230095.99,All,Family,1,65.3
34,Male,Tertiary,Divorced,South East,Abia,3.23,Vegetables,None,0,No,2,No,Yes,287895,Defaulted,No,Yes,359394.07,Yes,5.98,161289.4,All,Family,0,52.63
27,Male,Secondary,Married,South South,Cross River,0.86,Rice,Goats,14,No,1,Yes,No,0,Late,Yes,No,323899.87,No,8.43,216275.01,All,Family,0,32.86
32,Female,Secondary,Single,South South,Edo,3.08,Rubber,Goats,19,No,2,Yes,No,0,Late,Yes,Yes,297582.18,No,10.38,123981.82,All,Both,0,35.38
33,Female,Secondary,Single,North West,Jigawa,2.67,Cotton,Sheep,14,No,2,No,No,0,Paid on Time,No,No,305662.87,No,10.44,166566.46,All,Family,1,59.28
30,Male,Primary,Divorced,North West,Jigawa,-0.12,Groundnut,Sheep,12,No,3,Yes,No,0,Paid on Time,No,Yes,230998.74,No,6.76,121357.98,Some,Hired,1,68.34
18,Male,Tertiary,Married,South West,Lagos,2.33,Oil Palm,Poultry,13,Yes,1,Yes,No,0,Paid on Time,Yes,Yes,-75743.53,Yes,6.34,74044.74,All,Hired,1,74.62
22,Female,Secondary,Married,North Central,Nassarawa,1.39,Rice,Cattle,9,No,2,Yes,No,0,Paid on Time,Yes,Yes,143835.61,Yes,12.14,77197.68,None,Hired,1,58.23
20,Male,Secondary,Married,South West,Osun,2.92,Vegetables,Goats,5,Yes,2,No,No,0,Paid on Time,Yes,No,384492.86,Yes,2.07,102294.44,All,Family,1,51.64
35,Female,Secondary,Married,South West,Lagos,2.02,Vegetables,Poultry,16,Yes,3,No,Yes,133086,Late,Yes,Yes,258230.32,No,1.48,202697.68,All,Family,0,30.99
24,Male,Tertiary,Divorced,North West,Kaduna,1.66,Sorghum,Sheep,15,Yes,1,No,Yes,226438,Paid on Time,Yes,Yes,495294.46,No,6.64,141772.1,All,Family,1,75.77
19,Male,Secondary,Single,North Central,Benue,1.89,Maize,Cattle,2,No,3,No,Yes,80086,Late,Yes,Yes,281220.84,Yes,20.26,155405.57,Some,Hired,0,36.76
21,Male,Tertiary,Single,North East,Yobe,1.81,Groundnut,Sheep,14,Yes,1,No,Yes,159119,Defaulted,No,No,196126.56,No,4.73,218668.82,All,Family,0,16.22
33,Male,Tertiary,Single,South South,Akwa Ibom,0.27,Cocoa,Pigs,15,No,2,Yes,No,0,Paid on Time,Yes,No,87018.98,No,11.81,206194.94,All,Hired,1,78.44
25,Male,Secondary,Single,North Central,FCT,1.08,Soybeans,Pigs,15,No,1,No,No,0,Late,Yes,No,125958.85,No,8.06,199114.54,All,Family,0,32.76
21,Female,Secondary,Married,North West,Katsina,2.71,Millet,Sheep,11,No,1,Yes,No,0,Paid on Time,Yes,No,414546.7,No,4.54,133686.63,None,Family,1,86.04
31,Male,Primary,Married,North Central,FCT,1.85,Soybeans,Pigs,11,Yes,3,No,No,0,Defaulted,No,Yes,292198.91,Yes,0.44,172097.47,All,Hired,0,21.56
26,Male,Secondary,Married,North East,Yobe,2.63,Sorghum,Sheep,5,Yes,1,Yes,No,0,Paid on Time,Yes,Yes,328752.91,Yes,16.79,194325.44,Some,Family,1,62.27
28,Male,Tertiary,Married,South South,Bayelsa,3.68,Rice,Pigs,20,Yes,3,No,Yes,234904,Paid on Time,Yes,Yes,280600.52,No,12.71,122443.38,None,Hired,1,47.04
24,Female,Primary,Married,North East,Taraba,1.4,Millet,Sheep,1,No,1,Yes,No,0,Paid on Time,Yes,Yes,303001.38,Yes,11.34,98595.91,All,Family,1,71.97
29,Male,Secondary,Single,North East,Gombe,1.31,Cowpea,Goats,15,Yes,2,No,Yes,151345,Paid on Time,Yes,Yes,294678.76,No,6.26,145306.88,Some,Family,1,50.83
27,Male,Secondary,Single,South South,Delta,1.08,Oil Palm,Poultry,5,No,2,Yes,Yes,302409,Paid on Time,Yes,No,278195.0,Yes,8.12,163059.23,All,Family,1,86.69
19,Male,Primary,Divorced,North East,Borno,2.24,Groundnut,Cattle,2,Yes,2,Yes,Yes,377350,Paid on Time,Yes,Yes,246683.89,Yes,9.65,234852.73,Some,Family,1,52.88
30,Male,Secondary,Single,South East,Imo,0.09,Yam,None,0,Yes,1,Yes,No,0,Paid on Time,Yes,No,293562.74,Yes,12.71,177156.24,None,Family,1,53.56
32,Male,Secondary,Single,South West,Lagos,2.18,Plantain,Poultry,5,Yes,1,No,No,0,Paid on Time,Yes,Yes,119581.29,No,9.05,131149.34,All,Family,1,58.94
21,Female,Primary,Single,South West,Oyo,1.95,Plantain,Pigs,13,Yes,1,No,No,0,Paid on Time,Yes,Yes,274551.13,No,13.35,131543.9,All,Both,1,50.47
21,Male,Tertiary,Married,South East,Ebonyi,2.39,Oil Palm,Goats,10,No,2,Yes,No,0,Late,Yes,Yes,292257.76,No,5.25,145651.2,Some,Family,0,38.88
32,Female,Tertiary,Single,South West,Oyo,1.39,Maize,None,0,Yes,1,Yes,No,0,Paid on Time,Yes,Yes,467424.41,Yes,13.5,213920.54,None,Hired,1,49.04
20,Male,Secondary,Married,South East,Anambra,1.12,Rice,Goats,9,Yes,3,Yes,Yes,307974,Paid on Time,No,Yes,253285.66,No,8.69,33196.52,Some,Hired,1,48.87
19,Female,Tertiary,Single,North East,Yobe,3.67,Sesame,None,0,No,2,Yes,No,0,Paid on Time,No,Yes,325149.37,No,7.72,180553.56,Some,Family,1,88.16
32,Male,Tertiary,Single,North East,Taraba,1.42,Millet,None,0,No,1,No,Yes,481939,Paid on Time,Yes,Yes,167312.24,No,10.83,81432.71,All,Family,1,41.08
31,Female,Secondary,Married,North Central,Benue,1.76,Sesame,Poultry,1,No,3,No,Yes,341288,Paid on Time,Yes,Yes,334751.8,Yes,9.65,193229.86,All,Hired,1,61.59
29,Male,Secondary,Single,North Central,Kogi,1.95,Soybeans,None,0,No,3,Yes,No,0,Paid on Time,No,Yes,294668.48,Yes,13.31,161409.36,All,Hired,1,69.88
31,Male,Secondary,Married,North Central,FCT,2.25,Maize,Cattle,10,No,1,No,No,0,Paid on Time,Yes,Yes,303645.94,No,9.3,250890.32,All,Hired,1,82.1
35,Female,Primary,Married,South West,Oyo,0.8,Plantain,Pigs,5,Yes,1,No,No,0,Paid on Time,Yes,Yes,369223.49,Yes,7.35,79983.38,None,Family,1,50.82
18,Male,Secondary,Married,South South,Cross River,1.64,Plantain,Goats,3,No,3,Yes,Yes,176328,Late,Yes,No,149608.97,Yes,15.37,190734.22,All,Family,0,16.52
35,Female,Secondary,Single,South East,Ebonyi,2.23,Yam,Goats,16,Yes,2,Yes,No,0,Defaulted,Yes,No,222716.17,Yes,10.26,88582.56,Some,Family,0,27.04
20,Male,Secondary,Married,South East,Ebonyi,0.6,Rice,None,0,No,1,Yes,Yes,155076,Defaulted,No,No,300398.86,Yes,16.56,70883.69,None,Hired,0,48.8
29,Male,Secondary,Single,South South,Cross River,2.33,Cassava,Poultry,6,No,1,Yes,Yes,237522,Paid on Time,Yes,Yes,467878.38,Yes,7.32,99611.11,Some,Both,1,64.93
29,Female,Secondary,Single,South West,Ekiti,2.92,Cassava,Goats,9,No,3,No,No,0,Paid on Time,No,Yes,150214.13,No,6.97,216755.63,Some,Family,1,54.6
32,Female,Secondary,Single,South West,Osun,1.84,Vegetables,None,0,No,2,No,No,0,Late,Yes,No,244826.21,No,7.29,81767.59,All,Both,0,52.71
29,Female,Secondary,Single,South East,Imo,1.53,Cassava,Poultry,7,No,3,No,No,0,Paid on Time,Yes,Yes,260304.42,No,14.08,208817.2,Some,Family,1,41.12
